0,-77018.5270802088
1,-77018.3710237983
2,-77018.2047904915
3,-77018.0351654078
4,-77017.8384012468
5,-77017.6416380912
6,-77017.4313061745
7,-77017.2074057191
8,-77016.9699369617
9,-77016.7256849103
10,-77016.4712573381
11,-77016.1998697794
12,-77015.9183072097
13,-77015.6265698511
14,-77015.3246579355
15,-77015.0023950185
16,-77014.6801347988
17,-77014.3375242601
18,-77013.9881324934
19,-77013.6285675777
20,-77013.258829798
21,-77012.8721353677
22,-77012.4786608105
23,-77012.0716223963
24,-77011.6544124875
25,-77011.2236395192
26,-77010.7759120931
27,-77010.328189873
28,-77009.8601222091
29,-77009.3818850376
30,-77008.9002621165
31,-77008.3982953424
32,-77007.8895519107
33,-77007.3672489805
34,-77006.8347786114
35,-77006.2887497653
36,-77005.7325544299
37,-77005.1695844071
38,-77004.5862747521
39,-77003.9961914191
40,-77003.3925523103
41,-77002.778749212
42,-77002.1581737075
43,-77001.520653005
44,-77000.8695789267
45,-77000.208343086
46,-76999.536946006
47,-76998.8587790236
48,-76998.1602795204
49,-76997.4516206451
50,-76996.7361935776
51,-76996.0072175866
52,-76995.2646934426
53,-76994.5154027745
54,-76993.7525652653
55,-76992.9795720091
56,-76992.1930333997
57,-76991.3963404152
58,-76990.5861036105
59,-76989.7657138448
60,-76988.9317818382
61,-76988.0876983247
62,-76987.2334639746
63,-76986.3724691706
64,-76985.4945454792
65,-76984.60647316
66,-76983.7082529154
67,-76982.7931066766
68,-76981.8678142665
69,-76980.9357656455
70,-76979.9901830179
71,-76979.0310673812
72,-76978.061808722
73,-76977.0857966948
74,-76976.089476612
75,-76975.086404896
76,-76974.073193453
77,-76973.0464545531
78,-76972.009577719
79,-76970.962563773
80,-76969.9020252873
81,-76968.8245752211
82,-76967.7437672543
83,-76966.6494377634
84,-76965.544975774
85,-76964.4236066132
86,-76963.2954947814
87,-76962.1606408709
88,-76961.0021081192
89,-76959.8436102464
90,-76958.66482365
91,-76957.47929884
92,-76956.2802623283
93,-76955.0744892789
94,-76953.8552066411
95,-76952.625802435
96,-76951.3795043831
97,-76950.1230871564
98,-76948.8531653453
99,-76947.576512869
100,-76946.2863580455
101,-76944.9860882975
102,-76943.6723187063
103,-76942.3585939772
104,-76941.0212141102
105,-76939.6771095437
106,-76938.3228955097
107,-76936.9518023682
108,-76935.5706023921
109,-76934.1792966726
110,-76932.7778863094
111,-76931.3663724094
112,-76929.9447560874
113,-76928.5130384665
114,-76927.0644517075
115,-76925.6091507882
116,-76924.140368018
117,-76922.6581049453
118,-76921.1657470958
119,-76919.6599118164
120,-76918.1439843913
121,-76916.624733151
122,-76915.0852413343
123,-76913.5390445526
124,-76911.9793773021
125,-76910.4130072651
126,-76908.8331695017
127,-76907.2364829356
128,-76905.629714867
129,-76904.0128665636
130,-76902.3927039287
131,-76900.752316533
132,-76899.1018530415
133,-76897.437932878
134,-76895.7673212563
135,-76894.0900190533
136,-76892.3992642784
137,-76890.6916774259
138,-76888.9740230112
139,-76887.2496833706
140,-76885.5118977494
141,-76883.7640486519
142,-76882.0061374558
143,-76880.2314048162
144,-76878.4499936929
145,-76876.66190502
146,-76874.8536201628
147,-76873.0386609074
148,-76871.210269059
149,-76869.3752053623
150,-76867.5300915306
151,-76865.6647917633
152,-76863.7962036023
153,-76861.9108125141
154,-76860.0187567408
155,-76858.1132804323
156,-76856.2011420957
157,-76854.2722084831
158,-76852.3366158672
159,-76850.3909875197
160,-76848.431947403
161,-76846.462874972
162,-76844.4803945548
163,-76842.4946393751
164,-76840.4887255897
165,-76838.4761631381
166,-76836.4535765569
167,-76834.4175911001
168,-76832.3682089059
169,-76830.3121840803
170,-76828.2461419029
171,-76826.1633327739
172,-76824.0772611432
173,-76821.9744265716
174,-76819.8683320561
175,-76817.7454786504
176,-76815.6092438259
177,-76813.4663788193
178,-76811.3135104414
179,-76809.1405180345
180,-76806.9710224972
181,-76804.7814071071
182,-76802.5885430166
183,-76800.3789374021
184,-76798.1593394685
185,-76795.9230050486
186,-76793.6834281083
187,-76791.4338641041
188,-76789.1709424417
189,-76786.8980376556
190,-76784.6185234932
191,-76782.3189141
192,-76780.0160708852
193,-76777.6998803793
194,-76775.3737161595
195,-76773.0375800526
196,-76770.6881031509
197,-76768.3353995146
198,-76765.959247802
199,-76763.579873066
200,-76761.1905361057
201,-76758.7878691046
202,-76756.3786135415
203,-76753.9560321341
204,-76751.5234964741
205,-76749.0810084705
206,-76746.625201409
207,-76744.1628146852
208,-76741.683744999
209,-76739.1980995216
210,-76736.7025117902
211,-76734.1902486925
212,-76731.678150086
213,-76729.1493804909
214,-76726.610676956
215,-76724.0654081168
216,-76721.5001096107
217,-76718.9349826424
218,-76716.3498313756
219,-76713.7614885828
220,-76711.1598583818
221,-76708.5516740658
222,-76705.9268418283
223,-76703.2954595667
224,-76700.6541640637
225,-76698.0029573818
226,-76695.3384774707
227,-76692.6674548978
228,-76689.9798000835
229,-76687.2889702167
230,-76684.581513256
231,-76681.8675215776
232,-76679.1402711741
233,-76676.4098522934
234,-76673.6594545088
235,-76670.9092540317
236,-76668.1424421383
237,-76665.3657454366
238,-76662.5791660961
239,-76659.7827062996
240,-76656.9763682229
241,-76654.1601540643
242,-76651.3307057556
243,-76648.4981063006
244,-76645.6489173535
245,-76642.7932211811
246,-76639.9243007325
247,-76637.0488770255
248,-76634.1602340325
249,-76631.2583747645
250,-76628.3533770035
251,-76625.4351674958
252,-76622.5071070283
253,-76619.565840402
254,-76616.6214423521
255,-76613.6571288081
256,-76610.6930446354
257,-76607.7157640301
258,-76604.7286462813
259,-76601.7316937172
260,-76598.7249086688
261,-76595.7082934864
262,-76592.6818505161
263,-76589.6388723971
264,-76586.5927814684
265,-76583.5335155262
266,-76580.4677858681
267,-76577.3888865033
268,-76574.3035276693
269,-76571.2083577135
270,-76568.1033790436
271,-76564.9885940786
272,-76561.8640052403
273,-76558.7229106569
274,-76555.5787219298
275,-76552.4280882429
276,-76549.2609572601
277,-76546.087386235
278,-76542.8973245082
279,-76539.7075286651
280,-76536.504597838
281,-76533.288535367
282,-76530.0693935187
283,-76526.8371250275
284,-76523.5950823266
285,-76520.3399191451
286,-76517.0783358769
287,-76513.8069859791
288,-76510.5292199277
289,-76507.2450394037
290,-76503.9444040292
291,-76500.6306651646
292,-76497.3172133542
293,-76493.9839696491
294,-76490.647670219
295,-76487.2982782043
296,-76483.9458338977
297,-76480.5769568924
298,-76477.2016866195
299,-76473.8166800886
300,-76470.4185955027
301,-76467.0208128886
302,-76463.6032692404
303,-76460.1793440042
304,-76456.7490389357
305,-76453.309012866
306,-76449.8559258386
307,-76446.3998083979
308,-76442.9272933315
309,-76439.4550937234
310,-76435.9665024771
311,-76432.4682063319
312,-76428.9602079957
313,-76425.4391696949
314,-76421.9184558036
315,-76418.3813669094
316,-76414.8479449832
317,-76411.2948142727
318,-76407.7286582043
319,-76404.1628349893
320,-76400.5806529925
321,-76396.992130873
322,-76393.3939327716
323,-76389.7860614745
324,-76386.1718568258
325,-76382.5479839317
326,-76378.9111091688
327,-76375.2712446156
328,-76371.61504803
329,-76367.9592014827
330,-76364.2836940446
331,-76360.6085403853
332,-76356.9237369441
333,-76353.2292865669
334,-76349.5251921057
335,-76345.8081228863
336,-76342.0847491653
337,-76338.3550728407
338,-76334.612430703
339,-76330.866823301
340,-76327.1082558625
341,-76323.3400638411
342,-76319.5689126236
343,-76315.7814794983
344,-76311.9910916855
345,-76308.1844291285
346,-76304.3781463274
347,-76300.5589248961
348,-76296.7300980243
349,-76292.8949975744
